PARTICLE DATA
-------------
DATA CARDS MUST START IMMEDIATELY AFTER $PRBEG CARD
READING STOPS WHEN CARD WITH ISA ID = 9999 IS FOUND
READING FORMAT: (2I8,2X,A8,F6.2,3F11.5,F14.5)
UNDEFINED MASSES OF HADRONS (I.E. LEFT BLANK) ARE SET EQUAL TO:
      SUM OF QUARK MASSES -.03 + .04*JSPIN
 
  ISA ID  PDG ID  LABEL   CHARGE       MASS      WIDTH      W-CUT   C*LIFET(MM)
 
$PRBEG
   350,  1,   .00080,   -12,    11,  -131,     0,     0/
   350,  1,   .01800,   -14,    13,   340,     0,     0/
   350,  1,   .04600,   -14,    13,   341,     0,     0/
   350,  1,   .01750,   -14,    13,   341,   110,     0/
   350,  1,   .01750,   -14,    13,   141,  -130,     0/
   350,  1,   .00020,   -14,    13,  -130,     0,     0/
   350,  1,   .00080,   -14,    13,  -131,     0,     0/
   350,  1,   .01500,   -16,    15,   340,     0,     0/
   350,  1,   .01500,   -16,    15,   341,     0,     0/
   350,  0,   .67000,    -2,     1,     3,    -4,     0/
   350,  0,   .06600,    -3,     4,     3,    -4,     0/
   350,  0,   .01100,   441,     3,    -3,     0,     0/
   350,  0,   .02300,   331,     3,    -3,     0,     0/
   111,  0,   .99989,   120,  -120,     0,     0,     0/
   111,  0,   .00004,    12,   -12,     0,     0,     0/
   111,  0,   .00007,    14,   -14,     0,     0,     0/
   121,  0,  1.00000,   120,   110,     0,     0,     0/
   221,  2,   .89300,   120,  -120,   110,     0,     0/
   221,  0,   .08000,    10,   110,     0,     0,     0/
   221,  0,   .01700,   120,  -120,     0,     0,     0/
   221,  0,   .00500,   110,   110,    10,     0,     0/
   221,  0,   .00500,   110,   110,   110,     0,     0/
   131,  0,   .66600,   230,   120,     0,     0,     0/
   131,  0,   .33300,   130,   110,     0,     0,     0/
   131,  0,   .00100,   130,    10,     0,     0,     0/
   231,  0,   .66500,   130,  -120,     0,     0,     0/
   231,  0,   .33300,   230,   110,     0,     0,     0/
   231,  0,   .00200,   230,    10,     0,     0,     0/
   331,  0,   .49500,   130,  -130,     0,     0,     0/
   331,  0,   .34300,   -20,    20,     0,     0,     0/
   331,  0,   .04300,  -121,   120,     0,     0,     0/
   331,  0,   .04300,   111,   110,     0,     0,     0/
   331,  0,   .04300,   121,  -120,     0,     0,     0/
   331,  2,   .01900,   120,  -120,   110,     0,     0/
   331,  0,   .01300,    10,   220,     0,     0,     0/
   331,  0,   .00100,   110,    10,     0,     0,     0/
   141,  0,   .52000,   140,   110,     0,     0,     0/
   141,  0,   .48000,   140,    10,     0,     0,     0/
   241,  0,   .49000,   140,  -120,     0,     0,     0/
   241,  0,   .34000,   240,   110,     0,     0,     0/
   241,  0,   .17000,   240,    10,     0,     0,     0/
   341,  0,  1.00000,   340,    10,     0,     0,     0/
   441,  0,   .06900,    12,   -12,     0,     0,     0/
   441,  0,   .06900,    14,   -14,     0,     0,     0/
   441,  0,   .36000,     1,    -1,     0,     0,     0/
   441,  0,   .36000,     2,    -2,     0,     0,     0/
   441,  0,   .14200,     3,    -3,     0,     0,     0/
   151,  0,  1.00000,   150,    10,     0,     0,     0/
   251,  0,  1.00000,   250,    10,     0,     0,     0/
   351,  0,  1.00000,   350,    10,     0,     0,     0/
  1130,  0,   .51600,  1120,   110,     0,     0,     0/
  1130,  0,   .48300,  1220,   120,     0,     0,     0/
  1130,  0,   .00100,  1120,    10,     0,     0,     0/
  2130,  0,   .64100,  1120,  -120,     0,     0,     0/
  2130,  0,   .35700,  1220,   110,     0,     0,     0/
  2130,  0,   .00100,  1220,    10,     0,     0,     0/
  2130,  1,   .00100,    12,   -11,  1120,     0,     0/
  1230,  0,  1.00000,  2130,    10,     0,     0,     0/
  2230,  0,   .99900,  1220,  -120,     0,     0,     0/
  2230,  1,   .00100,    12,   -11,  1220,     0,     0/
  1330,  0,   .99500,  2130,   110,     0,     0,     0/
  1330,  0,   .00500,  2130,    10,     0,     0,     0/
  2330,  0,  1.00000,  2130,  -120,     0,     0,     0/
  1140,  0,  1.00000,  2140,   120,     0,     0,     0/
  2140,  1,   .01800,    11,   -12,  2130,     0,     0/
  2140,  1,   .00500,    11,   -12,  1230,     0,     0/
  2140,  1,   .00500,    11,   -12,  1231,     0,     0/
  2140,  1,   .00300,    11,   -12,  1220,     0,     0/
  2140,  1,   .00200,    11,   -12,  1221,     0,     0/
  2140,  1,   .00600,    11,   -12,  1120,  -120,     0/
  2140,  1,   .00600,    11,   -12,  1220,   110,     0/
  2140,  1,   .01800,    13,   -14,  2130,     0,     0/
  2140,  1,   .00500,    13,   -14,  1230,     0,     0/
  2140,  1,   .00500,    13,   -14,  1231,     0,     0/
  2140,  1,   .00300,    13,   -14,  1220,     0,     0/
  2140,  1,   .00200,    13,   -14,  1221,     0,     0/
  2140,  1,   .00600,    13,   -14,  1120,  -120,     0/
  2140,  1,   .00600,    13,   -14,  1220,   110,     0/
  2140,  0,   .00500,  1111,  -130,     0,     0,     0/
  2140,  0,   .02500,  1111,  -131,     0,     0,     0/
  2140,  0,   .01500,  1120,  -230,     0,     0,     0/
  2140,  0,   .00600,  1120,  -231,     0,     0,     0/
  2140,  0,   .00500,  1121,  -230,     0,     0,     0/
  2140,  0,   .00500,  1121,  -231,     0,     0,     0/
  2140,  0,   .00400,  2130,   120,     0,     0,     0/
  2140,  0,   .00500,  2130,   121,     0,     0,     0/
  2140,  0,   .00400,  1230,   120,     0,     0,     0/
  2140,  0,   .00400,  1230,   121,     0,     0,     0/
  2140,  0,   .00400,  1231,   120,     0,     0,     0/
  2140,  0,   .00400,  1231,   121,     0,     0,     0/
  2140,  0,   .00400,  1130,   110,     0,     0,     0/
  2140,  0,   .00200,  1130,   220,     0,     0,     0/
  2140,  0,   .00200,  1130,   330,     0,     0,     0/
  2140,  0,   .00400,  1130,   111,     0,     0,     0/
  2140,  0,   .00400,  1130,   221,     0,     0,     0/
  2140,  0,   .00300,  1131,   110,     0,     0,     0/
  2140,  0,   .00200,  1131,   220,     0,     0,     0/
  2140,  0,   .00300,  1131,   111,     0,     0,     0/
  2140,  0,   .00300,  1131,   221,     0,     0,     0/
  2140,  0,   .00200,  1330,   130,     0,     0,     0/
  2140,  0,   .00200,  1330,   131,     0,     0,     0/
  2140,  0,   .00200,  1331,   130,     0,     0,     0/
  2140,  0,   .00100,  1111,  -120,     0,     0,     0/
  2140,  0,   .00100,  1111,  -121,     0,     0,     0/
  2140,  0,   .00200,  1120,   110,     0,     0,     0/
  2140,  0,   .00100,  1120,   220,     0,     0,     0/
  2140,  0,   .00100,  1120,   330,     0,     0,     0/
  2140,  0,   .00200,  1120,   111,     0,     0,     0/
  2140,  0,   .00200,  1120,   221,     0,     0,     0/
  2140,  0,   .00100,  1121,   110,     0,     0,     0/
  2140,  0,   .00100,  1121,   220,     0,     0,     0/
  2140,  0,   .00100,  1121,   330,     0,     0,     0/
  2140,  0,   .00100,  1121,   111,     0,     0,     0/
  2140,  0,   .00100,  1121,   221,     0,     0,     0/
  2140,  0,   .00300,  1220,   120,     0,     0,     0/
  2140,  0,   .00300,  1220,   121,     0,     0,     0/
  2140,  0,   .00300,  1221,   120,     0,     0,     0/
  2140,  0,   .00300,  1221,   121,     0,     0,     0/
  2140,  0,   .00500,  2130,   130,     0,     0,     0/
  2140,  0,   .00500,  2130,   131,     0,     0,     0/
  2140,  0,   .00200,  1230,   130,     0,     0,     0/
  2140,  0,   .00200,  1230,   131,     0,     0,     0/
  2140,  0,   .00100,  1231,   130,     0,     0,     0/
  2140,  0,   .00100,  1231,   131,     0,     0,     0/
  2140,  0,   .00200,  1130,   230,     0,     0,     0/
  2140,  0,   .00200,  1130,   231,     0,     0,     0/
  2140,  0,   .00100,  1131,   230,     0,     0,     0/
  2140,  0,   .00100,  1131,   231,     0,     0,     0/
  2140,  0,   .25500,     1,    -2,     3,  1200,     0/
  2140,  0,   .05700,     1,    -2,     3,  1201,     0/
  2140,  0,   .03500,     1,    -3,     3,  1200,     0/
  2140,  0,   .03500,     1,    -2,     2,  1200,     0/
  2140,  0,   .15000,     3,  1101,     0,     0,     0/
  2140,  0,   .07500,     1,  1300,     0,     0,     0/
  2140,  0,   .07500,     1,  1300,     0,     0,     0/
  2140,  0,   .03000,     2,  1101,     0,     0,     0/
  2140,  0,   .01500,     1,  1200,     0,     0,     0/
  2140,  0,   .01500,     1,  1201,     0,     0,     0/
  3140,  1,   .03750,    11,   -12,  1330,     0,     0/
  3140,  1,   .03750,    11,   -12,  1331,     0,     0/
  3140,  1,   .03750,    13,   -14,  1330,     0,     0/
  3140,  1,   .03750,    13,   -14,  1331,     0,     0/
  3140,  0,   .04900,  1330,   120,     0,     0,     0/
  3140,  0,   .04900,  1130,  -230,     0,     0,     0/
  3140,  0,   .04000,  1331,   120,     0,     0,     0/
  3140,  0,   .04000,  1131,  -230,     0,     0,     0/
  3140,  0,   .04000,  1330,   121,     0,     0,     0/
  3140,  0,   .04000,  1130,  -230,     0,     0,     0/
  3140,  0,   .04000,  1330,   120,   110,     0,     0/
  3140,  0,   .04000,  2330,   120,   120,     0,     0/
  3140,  0,   .04000,  1130,  -130,   120,     0,     0/
  3140,  0,   .04000,  1130,  -230,   110,     0,     0/
  3140,  0,   .04000,  1230,  -230,   120,     0,     0/
  3140,  0,   .05600,  2130,  -230,   120,   110,     0/
  3140,  0,   .05600,  2130,  -130,   120,   120,     0/
  3140,  0,   .05600,  1130,  -230,   120,  -120,     0/
  3140,  0,   .05600,  1130,  -230,   110,   110,     0/
  3140,  0,   .05600,  1330,   120,   120,  -120,     0/
  3140,  0,   .05600,  1330,   120,   110,   110,     0/
  3140,  0,   .05600,  2330,   120,   120,   110,     0/
  1240,  0,  1.00000,  2140,   110,     0,     0,     0/
  2240,  0,  1.00000,  2140,  -120,     0,     0,     0/
  3240,  1,   .03750,    11,   -12,  2330,     0,     0/
  3240,  1,   .03750,    11,   -12,  2331,     0,     0/
  3240,  1,   .03750,    13,   -14,  2330,     0,     0/
  3240,  1,   .03750,    13,   -14,  2331,     0,     0/
  3240,  0,   .02500,  2330,   120,     0,     0,     0/
  3240,  0,   .02500,  1330,   110,     0,     0,     0/
  3240,  0,   .02500,  1130,  -130,     0,     0,     0/
  3240,  0,   .02500,  1230,  -230,     0,     0,     0/
  3240,  0,   .04500,  2331,   120,     0,     0,     0/
  3240,  0,   .04500,  1331,   110,     0,     0,     0/
  3240,  0,   .04500,  1131,  -130,     0,     0,     0/
  3240,  0,   .04500,  1231,  -230,     0,     0,     0/
  3240,  0,   .04500,  2330,   121,     0,     0,     0/
  3240,  0,   .04500,  1330,   111,     0,     0,     0/
  3240,  0,   .04500,  1130,  -131,     0,     0,     0/
  3240,  0,   .04500,  1230,  -231,     0,     0,     0/
  3240,  0,   .03900,  2130,  -230,   120,  -120,     0/
  3240,  0,   .03900,  2130,  -230,   110,   110,     0/
  3240,  0,   .03900,  2130,  -130,   120,   110,     0/
  3240,  0,   .03900,  1130,  -230,  -120,   110,     0/
  3240,  0,   .03900,  1130,  -130,   120,  -120,     0/
  3240,  0,   .03900,  1130,  -130,   110,   110,     0/
  3240,  0,   .03900,  1330,   120,  -120,   110,     0/
  3240,  0,   .03900,  1330,   110,   110,   110,     0/
  3240,  0,   .03900,  2330,   120,   120,  -120,     0/
  3240,  0,   .03900,  2330,   120,   110,   110,     0/
  1340,  0,  1.00000,  3140,    10,     0,     0,     0/
  2340,  0,  1.00000,  3240,    10,     0,     0,     0/
  3340,  1,   .07500,    11,   -12,  3331,     0,     0/
  3340,  1,   .07500,    13,   -14,  3331,     0,     0/
  3340,  0,   .10000,  1330,  -230,     0,     0,     0/
  3340,  0,   .06000,  3331,   120,     0,     0,     0/
  3340,  0,   .06000,  1331,  -230,     0,     0,     0/
  3340,  0,   .06000,  1330,  -231,     0,     0,     0/
  3340,  0,   .06000,  2330,  -230,   120,     0,     0/
  3340,  0,   .06000,  1330,  -230,   110,     0,     0/
  3340,  0,   .06000,  1330,  -130,   120,     0,     0/
  3340,  0,   .06500,  3331,   120,   120,  -120,     0/
  3340,  0,   .06500,  3331,   120,   110,   110,     0/
  3340,  0,   .06500,  1330,  -230,   120,  -120,     0/
  3340,  0,   .06500,  1330,  -230,   110,   110,     0/
  3340,  0,   .06500,  2330,  -230,   120,   110,     0/
  3340,  0,   .06500,  2330,  -130,   120,   120,     0/
  1150,  0,  1.00000,  2150,   120,     0,     0,     0/
  2150,  1,   .06000,    12,   -11,  2140,     0,     0/
  2150,  1,   .06000,    12,   -11,  1241,     0,     0/
  2150,  1,   .06000,    14,   -13,  2140,     0,     0/
  2150,  1,   .06000,    14,   -13,  1241,     0,     0/
  2150,  1,   .01500,    16,   -15,  2140,     0,     0/
  2150,  1,   .01500,    16,   -15,  1241,     0,     0/
  2150,  0,   .32500,     2,    -1,  1200,     4,     0/
  2150,  0,   .32500,     2,    -1,     1,  2400,     0/
  2150,  0,   .04000,     3,    -4,  1200,     4,     0/
  2150,  0,   .04000,     3,    -4,     1,  2400,     0/
  3150,  1,   .06000,    12,   -11,  3140,     0,     0/
  3150,  1,   .06000,    12,   -11,  1341,     0,     0/
  3150,  1,   .06000,    14,   -13,  3140,     0,     0/
  3150,  1,   .06000,    14,   -13,  1341,     0,     0/
  3150,  1,   .01500,    16,   -15,  3140,     0,     0/
  3150,  1,   .01500,    16,   -15,  1341,     0,     0/
  3150,  0,   .32500,     2,    -1,  1300,     4,     0/
  3150,  0,   .32500,     2,    -1,     1,  3400,     0/
  3150,  0,   .04000,     3,    -4,  1300,     4,     0/
  3150,  0,   .04000,     3,    -4,     1,  3400,     0/
  1250,  0,  1.00000,  2150,   110,     0,     0,     0/
  2250,  0,  1.00000,  2150,  -120,     0,     0,     0/
  3250,  1,   .06000,    12,   -11,  3240,     0,     0/
  3250,  1,   .06000,    12,   -11,  2341,     0,     0/
  3250,  1,   .06000,    14,   -13,  3240,     0,     0/
  3250,  1,   .06000,    14,   -13,  2341,     0,     0/
  3250,  1,   .01500,    16,   -15,  3240,     0,     0/
  3250,  1,   .01500,    16,   -15,  2341,     0,     0/
  3250,  0,   .32500,     2,    -1,  2300,     4,     0/
  3250,  0,   .32500,     2,    -1,     2,  3400,     0/
  3250,  0,   .04000,     3,    -4,  2300,     4,     0/
  3250,  0,   .04000,     3,    -4,     2,  3400,     0/
  1350,  0,  1.00000,  3150,    10,     0,     0,     0/
  2350,  0,  1.00000,  3250,    10,     0,     0,     0/
  3350,  1,   .06000,    12,   -11,  3340,     0,     0/
  3350,  1,   .06000,    12,   -11,  3341,     0,     0/
  3350,  1,   .06000,    14,   -13,  3340,     0,     0/
  3350,  1,   .06000,    14,   -13,  3341,     0,     0/
  3350,  1,   .01500,    16,   -15,  3340,     0,     0/
  3350,  1,   .01500,    16,   -15,  3341,     0,     0/
  3350,  0,   .32500,     2,    -1,  3301,     4,     0/
  3350,  0,   .32500,     2,    -1,     3,  3400,     0/
  3350,  0,   .04000,     3,    -4,  3301,     4,     0/
  3350,  0,   .04000,     3,    -4,     3,  3400,     0/
  1111,  0,  1.00000,  1120,   120,     0,     0,     0/
  1121,  0,   .66300,  1120,   110,     0,     0,     0/
  1121,  0,   .33100,  1220,   120,     0,     0,     0/
  1121,  0,   .00600,  1120,    10,     0,     0,     0/
  1221,  0,   .33100,  1120,  -120,     0,     0,     0/
  1221,  0,   .66300,  1220,   110,     0,     0,     0/
  1221,  0,   .00600,  1220,    10,     0,     0,     0/
  2221,  0,  1.00000,  1220,  -120,     0,     0,     0/
  1131,  0,   .88000,  2130,   120,     0,     0,     0/
  1131,  0,   .06000,  1130,   110,     0,     0,     0/
  1131,  0,   .06000,  1230,   120,     0,     0,     0/
  1231,  0,   .88000,  2130,   110,     0,     0,     0/
  1231,  0,   .06000,  1130,  -120,     0,     0,     0/
  1231,  0,   .06000,  2230,   120,     0,     0,     0/
  2231,  0,   .88000,  2130,  -120,     0,     0,     0/
  2231,  0,   .06000,  1230,  -120,     0,     0,     0/
  2231,  0,   .06000,  2230,   110,     0,     0,     0/
  1331,  0,   .33300,  1330,   110,     0,     0,     0/
  1331,  0,   .66700,  2330,   120,     0,     0,     0/
  2331,  0,   .66700,  1330,  -120,     0,     0,     0/
  2331,  0,   .33300,  2330,   110,     0,     0,     0/
  3331,  0,   .67600,  2130,  -130,     0,     0,     0/
  3331,  0,   .23400,  1330,  -120,     0,     0,     0/
  3331,  0,   .08500,  2330,   110,     0,     0,     0/
  3331,  1,   .00500,    12,   -11,  1330,     0,     0/
  1141,  0,  1.00000,  2140,   120,     0,     0,     0/
  1241,  0,  1.00000,  2140,   110,     0,     0,     0/
  2241,  0,  1.00000,  2140,  -120,     0,     0,     0/
  1341,  0,   .50000,  3140,   110,     0,     0,     0/
  1341,  0,   .50000,  3140,    10,     0,     0,     0/
  2341,  0,   .50000,  3240,   110,     0,     0,     0/
  2341,  0,   .50000,  3240,    10,     0,     0,     0/
  3341,  0,  1.00000,  3340,    10,     0,     0,     0/
  1151,  0,  1.00000,  2150,   120,     0,     0,     0/
  1251,  0,  1.00000,  2150,   110,     0,     0,     0/
  2251,  0,  1.00000,  2150,  -120,     0,     0,     0/
  1351,  0,  1.00000,  3150,    10,     0,     0,     0/
  2351,  0,  1.00000,  3250,    10,     0,     0,     0/
  3351,  0,  1.00000,  3350,    10,     0,     0,     0/
     0/
